model,dataset,trainer_configuration,fold,test_setting,row_type,case_id,source_case_id,patient_id,series_id,contrast_label,contrast,segment,n_cases,volume_ml,DSC,IoU,HD95_mm,ASSD_mm,volume_error_pct,precision,recall,relative_volume_error_pct,TP,FP,FN,TN,n_pred,n_ref,prediction_file,reference_file,summary_file
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,fold_mean,,,,,,ALL,liver,,NA,0.939449779,0.8876744749,NA,NA,2.739704391,0.9280722089,0.9534986439,2.739704391,420643.3548,32600.85484,20514.43548,10311273.61,453244.2097,441157.7903,,,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,contrast_mean,,,,,,UNKNOWN,liver,62,NA,0.939449779,0.8876744749,NA,NA,2.739704391,0.9280722089,0.9534986439,2.739704391,26079888,2021253,1271895,639298964,28101141,27351783,,,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0010,,,,,UNKNOWN,liver,,NA,0.9325074959,0.8735494557,NA,NA,1.202422772,0.9269677657,0.9381138372,1.202422772,272129,21440,17952,15613727,293569,290081,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0010.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0010.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0011,,,,,UNKNOWN,liver,,NA,0.9181087234,0.8486145911,NA,NA,6.742732791,0.8891111437,0.9490615323,6.742732791,254693,31765,13670,15625120,286458,268363,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0011.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0011.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0016,,,,,UNKNOWN,liver,,NA,0.960281353,0.9235973171,NA,NA,-1.785958471,0.9690123989,0.9517062399,-1.785958471,654220,20921,33198,10825997,675141,687418,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0016.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0016.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0018,,,,,UNKNOWN,liver,,NA,0.9699378678,0.9416304488,NA,NA,-0.9602503162,0.9746399352,0.9652809521,-0.9602503162,1159342,30166,41699,17643161,1189508,1201041,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0018.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0018.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0019,,,,,UNKNOWN,liver,,NA,0.9673464389,0.9367579557,NA,NA,-0.863440655,0.9715590434,0.9631702076,-0.863440655,1161015,33987,44395,17634971,1195002,1205410,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0019.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0019.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0020,,,,,UNKNOWN,liver,,NA,0.9299410141,0.869055843,NA,NA,-0.5779580885,0.9326439707,0.9272536794,-0.5779580885,895715,64689,70272,11748844,960404,965987,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0020.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0020.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0030,,,,,UNKNOWN,liver,,NA,0.7984491598,0.6645155021,NA,NA,38.78588176,0.6868796172,0.9532919333,38.78588176,150439,68579,7371,5016491,219018,157810,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0030.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0030.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0031,,,,,UNKNOWN,liver,,NA,0.9541346941,0.9122921362,NA,NA,2.622331925,0.941944083,0.9666449835,2.622331925,650873,40116,22459,14621976,690989,673332,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0031.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0031.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0033,,,,,UNKNOWN,liver,,NA,0.9651801789,0.9327036061,NA,NA,-2.041340952,0.9752367774,0.9553288697,-2.041340952,163516,4152,7646,4543278,167668,171162,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0033.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0033.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0035,,,,,UNKNOWN,liver,,NA,0.9753130359,0.9518155984,NA,NA,2.470945408,0.9635538721,0.9873627622,2.470945408,482304,18243,6173,13124768,500547,488477,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0035.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0035.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0040,,,,,UNKNOWN,liver,,NA,0.9721309281,0.9457731093,NA,NA,3.808726607,0.9542972591,0.9906438327,3.808726607,533748,25562,5041,14771073,559310,538789,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0040.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0040.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0041,,,,,UNKNOWN,liver,,NA,0.9598489335,0.9227976247,NA,NA,-3.999470539,0.9798430291,0.9406544958,-3.999470539,184769,3801,11657,4518365,188570,196426,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0041.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0041.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0047,,,,,UNKNOWN,liver,,NA,0.9586167044,0.9205224517,NA,NA,0.9778327026,0.9539752562,0.9633035382,0.9778327026,685954,33094,26131,14000421,719048,712085,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0047.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0047.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0050,,,,,UNKNOWN,liver,,NA,0.9598033594,0.9227133812,NA,NA,-1.47458259,0.9669858173,0.9527268128,-1.47458259,143111,4886,7101,3408422,147997,150212,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0050.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0050.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0052,,,,,UNKNOWN,liver,,NA,0.9538107815,0.9117000679,NA,NA,-3.013581613,0.9686292823,0.9394388483,-3.013581613,327727,10614,21127,4359124,338341,348854,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0052.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0052.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0054,,,,,UNKNOWN,liver,,NA,0.9507717526,0.9061629392,NA,NA,0.1931750214,0.9498551964,0.9516900794,0.1931750214,117745,6216,5977,1311854,123961,123722,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0054.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0054.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0055,,,,,UNKNOWN,liver,,NA,0.9572147862,0.9179405054,NA,NA,-3.230449803,0.9731920968,0.9417536146,-3.230449803,323854,8921,20030,4365787,332775,343884,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0055.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0055.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0057,,,,,UNKNOWN,liver,,NA,0.9486758068,0.9023627658,NA,NA,2.520727377,0.9370130282,0.9606325722,2.520727377,428006,28771,17540,18400051,456777,445546,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0057.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0057.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres,Dataset001_Liver,nnUNetTrainer__nnUNetPlans__3d_fullres,fold_0,validation,case,liver_0068,,,,,UNKNOWN,liver,,NA,0.8769503067,0.7808650961,NA,NA,15.50062102,0.8181052795,0.9449166785,15.50062102,525694,116881,30645,25541180,642575,556339,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_results/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/liver_0068.nii.gz,/mnt/researchers/julio-sotelo/datasets/mfernandezf/nnUNet_preprocessed/Dataset001_Liver/gt_segmentations/liver_0068.nii.gz,/mnt/c/Users/lancenterstore/OneDrive/Documents/GitHub/complete_mri_liver_segmentation_model/models/nnUNet_results_seg/Dataset001_Liver/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/validation/summary.json
